soil_moisture,temperature,humidity,light_intensity,door_state,fan_status,light_status,pump_status,buzzer_status
603,21.32672437857631,36.53674887427074,692,0,0,1,0,0
661,32.488130282265885,44.680774640263905,367,0,1,0,0,1
734,22.157382879926857,35.68880557906799,823,1,0,1,0,1
661,34.8009171630148,87.54035175846371,515,1,1,1,1,0
571,27.8543916563439,48.57213706334447,72,0,0,0,0,1
52,18.715760257877783,33.21988082954968,108,0,0,0,0,0
67,26.760325238476433,39.44642476900748,437,0,1,0,1,1
923,31.872867111531814,20.304548884902996,364,0,1,0,1,0
748,29.29880161466823,47.3826449918794,429,0,1,1,0,0
869,21.468321171894623,35.36832062694227,149,1,0,1,1,1
583,33.371348967602174,69.72413024663265,923,0,0,0,1,1
682,30.53919651294844,56.642460880037625,496,1,1,0,0,0
359,16.250852378839664,54.250010897368384,65,1,0,1,0,1
915,22.414783756496767,47.208276696717974,955,0,0,1,0,1
55,29.70684934007986,34.048514592546454,874,0,0,0,0,0
752,21.25905568838038,86.31747427034172,315,1,0,1,1,0
30,30.10068020174442,22.474769500104824,414,1,0,1,0,1
705,17.722854273014324,60.63384401254723,828,1,0,1,1,0
337,23.807461495354705,52.39795625196959,136,1,1,0,1,1
595,33.31146304880545,27.59746138498733,284,0,0,0,0,0
203,15.589052853959878,86.03896619317058,823,1,1,0,0,1
1001,23.70675778366818,41.681206184204314,253,0,0,0,0,0
629,15.66131032550603,38.74343000852687,1001,0,0,0,0,1
906,33.2939553569651,64.2164185435636,883,0,1,1,1,0
892,20.22271740097122,29.713316949003048,194,0,0,1,1,0
516,22.71160555484646,33.694811471066046,974,0,1,1,1,0
1007,18.913378211243128,40.42112367425238,353,0,1,0,0,0
557,25.790023364485037,69.4935966526784,106,0,1,1,1,0
155,23.21937212027028,55.189875558276086,173,0,1,1,0,1
184,17.81947276171347,28.164001295650284,77,1,0,0,0,0
281,28.081488362774927,41.63443576464802,542,0,0,0,0,0
41,25.496586273502203,85.35013477730786,200,0,1,0,1,0
668,33.75513980376308,30.971064998302673,676,1,0,0,1,0
47,17.33585352033924,59.819320285563066,917,0,1,0,1,0
528,25.175411145744796,69.55798861809694,986,1,1,0,0,0
407,24.82763435501672,66.11069354639514,41,0,1,0,0,1
222,33.574106946188735,44.21814066069615,522,1,1,0,1,0
246,18.54359031329433,74.22178455576879,818,0,0,1,0,0
970,31.037745299720026,24.37610318628859,724,0,1,1,0,1
435,23.736388246489515,69.40563626221358,818,0,1,0,0,1
300,32.0514807409908,20.464660304019503,188,0,0,0,1,0
731,16.363124716593656,83.73900435871519,526,0,1,0,0,1
991,15.397500067327448,43.90022176743493,836,0,1,0,1,0
585,23.317109803092855,45.80588218690858,734,0,1,0,1,0
661,19.048682943317875,28.790986684814683,324,1,0,0,1,0
291,33.68498627683144,77.17261165095273,524,0,0,1,1,0
417,34.0652275075561,68.54414558375458,989,0,1,1,0,0
331,18.362044143460082,54.4661361056088,742,0,1,0,1,1
317,15.814594964817397,41.755948576061016,564,0,1,1,1,1
942,27.711099671625117,87.75976022098503,814,0,1,1,0,1
114,22.02496768297461,73.15133843418641,897,0,0,1,1,1
373,18.193486044234724,47.322362632029886,125,0,1,1,1,0
349,32.26024643221754,57.01552592460988,52,0,0,0,1,0
669,26.548498018281883,74.76817490062993,237,0,1,0,1,1
386,20.90644951262977,24.492475648975216,121,0,0,1,0,1
342,24.958383755513537,28.482336199803616,187,1,1,1,1,0
103,30.519780993001582,69.09193343712212,412,1,1,1,0,0
200,32.41148990968202,60.35978227202913,826,0,1,0,1,1
303,28.26288011783425,58.484189073618914,764,1,0,1,0,1
421,33.428101467804375,72.1724991165328,813,1,1,0,1,0
513,30.886275413077215,73.67768861346624,41,0,1,0,0,0
872,32.887536493634045,49.09408790549493,507,1,1,0,0,0
907,15.539206738874022,74.54174374376015,958,0,0,1,1,0
914,26.653792063318136,28.81288825498826,935,1,1,1,0,1
677,16.96217834990559,21.833142553410923,1013,0,0,0,0,1
199,25.205098509969368,87.7865247441091,910,1,1,1,1,1
700,25.534622258802564,32.40497860909343,509,0,1,0,1,1
353,28.98359278747771,55.27549837316576,867,1,0,0,0,1
24,25.777674565163547,31.851065384835465,77,1,1,0,0,1
403,27.595023858019967,22.747429391528787,14,1,0,1,0,1
283,25.67315190121055,44.049245020178134,400,1,1,1,1,1
249,32.17221423461855,74.33110070043216,214,1,0,1,0,0
257,27.31640374437622,88.18617988556294,88,1,0,0,0,1
99,17.948292440716493,75.60147210800449,632,1,0,0,1,0
851,25.89482592391849,65.61137286127172,243,0,1,1,1,1
487,19.441672122900172,40.07844850474218,194,0,1,1,0,0
64,21.2774457641121,54.7357967956954,336,0,0,0,1,0
638,22.136869695598776,47.8554226028623,242,1,1,1,0,0
258,23.261762700158673,26.483674065605697,478,1,1,0,0,1
937,21.380849087975523,59.51473965481154,213,1,0,1,1,1
963,31.928889865711096,26.872018723214403,775,0,0,1,0,0
68,33.41509449667858,42.15678677662109,321,1,0,0,1,1
282,28.178290512728385,79.62844196623438,995,1,1,1,1,0
225,21.79206229865816,84.53730481312999,665,1,1,1,1,0
165,24.019204604312883,85.32952573618583,614,0,0,1,1,1
443,19.110844396422294,59.84307384466859,588,1,1,1,1,1
416,34.359668659380965,49.543136097102376,326,1,1,0,0,0
546,33.8400540262282,37.05070893393308,421,1,0,1,0,1
226,28.76710155652128,56.94947694202396,637,1,1,0,1,1
843,19.523148266171397,47.7286756911211,1004,1,0,0,0,1
713,16.36355187814528,22.491744561416095,999,0,1,0,1,0
983,25.246032077390957,68.57801067473237,174,0,1,1,0,1
950,20.930015369598603,77.65616932839947,3,1,0,1,0,1
520,19.573211582857788,26.796474442487423,636,0,1,0,1,1
1018,31.00793769581388,76.02672993555069,202,1,1,0,0,0
323,18.072009927408594,32.27437125015745,964,0,0,0,1,0
1004,17.542631988514607,37.01780402670913,611,0,0,0,0,1
327,21.10874426678303,20.340173563045056,82,1,1,1,0,1
624,33.56962472169916,73.78638293455035,738,1,0,1,0,0
934,19.2878157618349,36.81795416219995,103,0,0,1,1,1
607,30.247101314383585,64.55252741315878,364,1,1,0,1,0
988,33.08023095799679,89.08061284480509,487,1,0,0,0,1
20,30.172104626261323,41.16225078974478,455,0,0,1,1,1
477,28.750295538110343,54.85884074057061,433,1,1,1,1,1
39,31.54611495403073,39.784236409258924,254,1,0,0,1,0
115,26.10570579215052,79.98758534441995,51,1,1,0,1,0
435,34.87910818072344,24.49410683333922,261,1,1,0,0,0
454,32.486928729354105,37.92420612600732,355,1,0,0,0,1
766,15.645535746178309,23.332634100265423,730,0,0,0,0,0
160,15.568805727034704,57.46754355573244,197,0,0,1,1,1
193,31.779640571794047,77.20576713450346,826,1,0,1,0,1
150,26.40190615107056,51.821027465741246,922,1,1,0,0,1
298,16.344272224968883,22.17279481849547,884,0,1,0,0,0
512,34.080822645683156,41.18876869278684,132,1,1,1,1,0
495,17.845395139114654,41.97326493392974,938,0,1,0,1,1
622,16.631935216814963,26.61105842983205,198,1,1,1,1,0
828,19.063939511369966,58.442520161741946,666,1,1,0,0,1
941,21.054769514043507,76.08279994185216,386,1,0,0,1,1
310,30.489537224185398,25.454899824179854,977,1,0,1,0,1
51,24.248090451022097,32.55313944494049,695,1,0,1,1,1
420,21.164791790459457,39.81257572410265,321,1,0,1,0,0
151,25.986024216354934,74.1762475334688,62,1,1,0,0,0
428,28.907282587064174,49.616703328896634,101,0,1,0,0,0
827,30.399768361882398,48.983408839633434,809,1,0,1,0,1
633,33.01252626939389,28.984960232546882,696,0,0,0,0,1
987,28.944262463926016,51.69662545806831,715,1,1,1,1,0
479,26.161896722669688,79.28145659092573,907,1,0,1,1,0
896,31.62334349364007,20.612185993004427,771,1,1,1,0,0
432,29.269876477762054,80.40719677263706,29,0,0,0,0,1
118,23.92281049673938,26.422593952922213,617,1,0,1,1,0
957,33.31357836961866,85.98103742984156,697,0,1,1,0,1
921,29.854716657387584,64.15454493975619,840,1,1,0,1,0
452,27.21955715389798,52.976001217663615,39,0,0,0,1,1
635,29.708060155732383,46.80691608272842,986,1,1,1,1,1
819,24.957204926741966,52.83276601768888,214,0,0,1,0,0
47,23.213005431764536,63.36345490645103,441,1,0,1,1,1
92,22.438361138872352,47.24279514294686,770,0,1,0,0,0
290,33.08647075852738,78.15672976324197,134,1,0,1,1,0
74,23.959958352693196,24.254644278305594,71,0,1,0,1,1
934,16.255777231847695,79.24334405021418,678,1,1,0,0,0
119,17.96940567804394,75.92776201919243,10,1,1,1,1,1
560,23.251500408414742,64.14436980557221,744,0,0,0,0,1
925,27.997418345608082,43.932605298627095,973,1,1,0,0,1
728,33.84923460420033,49.560892806983446,594,0,0,1,0,0
659,27.003530398144022,63.9525070936059,415,1,1,0,0,1
6,27.849471674636646,63.7949933362449,778,1,1,1,1,0
916,20.646650224309838,52.58337179382239,271,1,1,1,0,1
58,26.64058604237936,52.520898067414315,372,1,0,1,1,0
1,23.223548934416222,45.99536734692161,886,1,0,1,1,0
252,30.19034410491346,50.624738590101785,599,1,1,1,0,1
553,28.45351134867251,25.99021114396075,189,0,0,0,0,0
968,34.77671227113504,50.2609342559393,496,1,0,0,0,0
817,28.45946087285629,43.20278060333705,295,1,1,0,1,0
727,24.145422775588546,50.558782144138725,386,0,1,1,1,0
443,23.754218566982317,79.12307419379859,256,0,0,1,0,1
569,18.016042118648514,78.31074072733,921,1,0,0,0,1
557,31.787565511535455,86.94324258137586,84,1,1,0,0,1
503,32.79129578063905,81.21202075107024,259,1,1,1,0,0
878,24.165920043939387,62.024598541575145,104,0,0,1,1,0
729,26.806719781715252,41.13892638032527,578,1,0,1,1,1
767,30.662291566953872,83.2067878523211,177,0,0,0,1,1
943,27.292507651681213,69.7144942423816,585,1,1,0,1,1
289,20.480323598563924,89.56265517741669,980,0,0,0,1,1
1,22.51494600427183,76.5617132787811,1015,0,1,0,0,0
1011,34.88309752184779,75.02397739730327,348,1,1,1,0,1
156,24.26786037266368,32.06999629309783,191,0,0,0,0,1
624,23.388794854062702,63.6983888716682,219,0,0,0,0,1
542,16.379037316812298,66.1232880922899,908,1,0,1,0,0
375,15.912981024332542,81.52722086707925,17,1,0,1,0,1
127,20.48159064345766,43.3493669685996,593,1,1,0,1,1
560,22.836267336325704,42.68212383934698,245,1,1,0,0,0
499,29.307468718303024,79.93325260108745,334,1,1,0,0,1
446,33.42060196850985,88.15525480178368,520,1,0,0,1,0
302,21.32757086001812,50.445655476559295,936,0,1,1,0,0
200,16.78845019883491,53.099606112201656,313,1,1,1,1,0
314,18.5695742314373,71.23740920361561,985,0,1,1,1,1
569,32.35550556007372,57.54180781616412,896,0,1,0,0,1
176,17.99779016769564,49.43237013811155,41,1,1,0,1,1
43,16.222768429654902,75.48247395292579,884,1,1,0,1,1
791,19.000770068609118,58.529834559201305,604,0,0,1,0,0
305,22.049291256362615,39.26659348123944,505,1,0,1,1,1
976,18.48224714144496,32.44809948645234,678,0,0,0,0,0
264,23.39752608441036,20.970811763670813,582,0,0,0,1,0
863,23.920252711019657,22.043309309359238,946,1,0,0,0,1
662,18.877287141188027,81.58474816819702,646,0,1,0,0,1
329,28.405162773252773,27.801547913164477,886,1,0,1,1,0
101,25.537707050200975,38.43818407162587,489,1,0,0,0,0
621,33.75281231149769,69.06150629607473,257,1,1,0,0,0
833,22.27313307616295,30.363350604499605,705,1,0,1,1,1
60,15.717394208223212,26.01893504898857,901,0,1,0,1,1
44,22.011648843185654,75.10984214752568,236,0,0,0,1,1
94,20.284547731837527,28.178824121784984,415,0,1,1,0,0
885,24.435502886724592,30.096401289012533,570,1,1,1,0,0
40,16.15149895589976,74.23563529361142,146,1,1,0,0,0
737,32.58361034692713,34.94360561282333,193,1,1,1,1,1
712,20.369711310930256,24.851173457460682,362,1,0,0,1,0
769,25.65865668500992,65.03717482857752,56,0,0,1,1,1
25,17.332653427743303,78.31503570212325,7,1,1,1,0,1
592,33.096406596016216,36.62533292391876,933,0,1,1,0,1
404,24.29088200255609,84.06123339200677,920,0,1,1,1,0
500,33.009979694841675,41.81007007803811,53,1,0,0,1,1
649,34.72694171326769,59.67396615659435,334,0,1,1,0,1
790,18.954542589589906,80.98911601005247,657,1,0,0,1,0
476,18.128601983502975,49.47891004239165,839,1,0,0,0,0
236,24.947738380833265,23.04765056162652,537,0,0,0,0,0
931,31.600039588915745,53.36084037502159,152,0,0,0,1,0
27,19.580596118580438,86.35588523301224,678,0,1,1,1,0
56,16.526921474714747,54.53250682667632,640,0,1,1,0,0
913,15.248145487610984,67.71887394187706,820,1,1,0,1,0
830,30.20442268078451,36.95015878264176,602,1,0,0,0,0
748,24.52375614963774,81.50021323596403,273,1,0,0,1,1
847,30.230789093633522,56.96105810385835,429,1,0,0,1,1
365,24.919329030317336,60.36602407274404,205,0,0,1,0,1
581,21.94772154935525,87.20157588054919,94,1,1,1,0,1
323,27.542399010200526,46.76549612885498,932,0,0,1,1,0
422,15.156270988552444,42.17134169722266,118,0,0,0,0,0
504,21.651136943331792,22.02002170392158,375,1,0,0,1,1
366,30.070228732990998,81.81242468196164,518,0,0,1,1,0
743,22.931927851959117,87.2796500138175,283,0,1,1,1,0
491,31.06284017787489,79.69835785429967,831,0,1,0,0,1
751,26.84276709465517,40.954140997982634,602,0,0,0,1,1
118,19.93071672019714,38.990477177565964,693,1,0,1,0,0
266,32.13789746419759,69.10141367447876,1000,1,0,0,0,0
852,22.259704484608427,62.039553833432,690,1,0,1,1,1
988,27.402038581560593,26.204672465998026,664,0,1,1,0,0
310,23.377321791163652,21.795226420709806,224,0,0,1,1,1
908,19.45907820778197,36.920891888844125,597,1,0,0,0,1
753,15.469035011756025,40.45423384599691,607,1,1,0,1,1
1017,22.615103202425715,49.52828223674359,628,0,0,1,1,1
460,24.348813157835654,42.99133165484072,842,1,1,1,1,0
484,28.435225252746,49.43989476044776,406,0,0,1,0,1
774,19.655740123298642,73.3749295939843,807,0,0,0,0,0
319,27.718242229154114,23.80163588195544,836,0,0,0,0,1
398,32.174123310443264,76.76283072798837,980,0,0,0,1,1
573,24.612136010049262,28.50537729442393,616,0,0,1,0,0
825,26.492405347662903,85.3478313098492,761,0,1,1,0,1
959,24.89850714405677,77.34659041812293,981,1,0,0,1,1
280,22.201869158844133,88.80484714425506,970,0,1,0,1,0
256,34.02925753105832,28.705648840813293,915,0,1,1,0,1
896,19.248512338686503,53.55222989731128,702,1,1,0,0,1
149,23.426617534516474,52.380713536204304,409,0,1,1,0,1
441,25.30834160262838,64.75528974386202,461,0,0,0,0,0
983,25.08608683750067,45.00328319518265,160,1,1,1,1,0
865,15.07542202803251,42.85485225742906,557,0,1,0,1,1
17,19.940118177895283,80.32802026006419,479,0,1,0,1,1
539,28.617254799121774,36.792810721096686,598,1,1,1,0,0
245,20.565178516978996,41.05997655605802,958,1,1,0,1,1
456,20.53197809851681,83.8836792173959,615,0,1,1,0,1
55,26.30295621998377,66.17237039166234,411,1,1,0,1,1
7,34.94618729193627,22.435273579487056,630,1,1,1,0,1
966,15.143304923035615,68.18825302262843,58,0,0,1,1,1
396,33.141617536174365,72.6860450690236,330,1,0,0,0,1
615,21.946055607148892,66.05321062959541,604,0,1,0,0,1
316,29.26580121622982,84.4997925050493,289,1,1,1,1,1
525,15.739965424629567,44.80709317871882,450,0,1,1,1,1
621,19.383771263866358,43.146328458095915,187,1,1,0,0,1
922,18.777856050272746,31.927100442061406,297,1,1,0,0,0
170,33.289338124040285,88.57094292178832,971,0,1,0,0,0
378,15.058255632364919,27.231275276223386,271,1,1,0,1,0
382,20.44187140108448,54.754484693534486,580,1,1,1,1,0
949,31.880935843722014,35.480835015565006,158,1,0,0,0,1
746,28.877143908521898,34.30580339812948,357,1,0,1,0,1
30,28.796879569013782,27.12277299458384,692,1,0,1,0,0
437,32.2204118229112,29.655030979716628,94,1,0,1,1,1
445,29.360652947938114,80.23272162421361,118,0,1,0,0,1
44,22.261610099609705,51.08471188167698,24,1,0,1,1,0
185,25.044734340098383,56.28974422430733,866,0,0,1,1,0
991,31.25107298613441,49.08391339690669,905,1,1,0,0,1
564,33.893198960412676,24.083029228100525,889,0,1,0,0,1
414,22.104519995281137,23.627437204655774,330,1,1,1,0,0
976,32.09782881664407,68.03715366125894,359,1,0,1,1,1
861,21.36612127333727,80.57620747822591,657,1,0,1,0,1
814,22.19083705274844,88.48882636348577,75,0,0,0,0,0
756,27.052302530348804,43.103394928097714,880,0,1,0,1,0
325,30.839468679289958,66.00517911453721,474,0,0,0,0,0
702,33.674029421255774,59.62652672895429,929,1,1,0,0,1
1002,19.396520132551014,60.95810714053607,562,1,1,0,1,0
569,20.470189715487894,66.82903755513362,750,0,1,0,0,1
323,32.326641289062124,56.84928116648279,279,1,0,1,1,1
62,21.05170186701282,58.83062042285694,819,1,1,1,0,0
1014,21.846371578423998,72.71855732571201,59,1,0,1,0,0
747,28.094551682780203,59.30135849116391,755,0,0,1,1,1
744,28.607714910081825,48.74959354973228,699,0,0,1,1,1
575,25.926201415794438,60.965693964511075,373,1,0,0,1,0
574,16.531028698651852,68.94300249528075,770,0,1,1,1,0
642,32.66985139235716,73.91989495127294,936,0,0,0,0,1
810,23.192261292144956,84.64081633586602,992,1,0,1,1,0
880,31.30958248463017,51.537885964631165,49,0,0,1,0,0
318,15.083354226798804,83.64408983401131,321,0,0,0,1,0
520,34.83409797962859,35.12675600601558,619,1,0,1,0,0
106,23.767020959498026,63.126694240993096,827,0,1,0,0,1
301,16.92679293278983,44.29495785047791,576,1,1,1,1,1
4,25.80112893031037,76.8536679566687,208,0,0,1,0,1
231,23.142832223150194,87.53350132580005,985,0,0,0,0,0
569,28.84638856065596,74.55072619868159,440,0,1,0,0,1
623,26.414344762427383,66.16640629835375,17,0,1,1,1,0
399,32.57256724953355,86.24268186644693,925,1,0,0,0,0
675,20.490760275284494,25.721957251989657,283,0,1,0,0,0
98,16.210318240590183,71.96710490562711,356,1,0,1,0,0
615,27.239902799626996,78.69202416282224,498,0,0,1,1,1
1015,32.99752177282917,58.01069992235344,82,1,0,1,0,1
858,32.122842545459946,85.44249473906858,456,1,0,1,1,0
887,23.954697429751555,63.55128850074396,63,1,0,1,0,1
681,20.715845214340607,72.67324150047901,704,1,0,1,0,0
797,19.860405340044878,28.625513301603707,383,0,1,0,0,1
123,22.177320044245736,37.04954737527149,875,1,1,1,1,1
542,27.87232959322337,81.46236863075576,820,0,0,1,1,0
54,31.94184115314441,32.09510999121548,505,0,0,1,0,1
788,25.876602475438474,55.66535007660527,498,1,1,1,0,1
99,33.76005058357809,20.07654290778275,262,0,1,0,1,1
966,33.56191205138876,50.84125999322308,196,0,0,1,1,1
145,16.44304984978439,72.30439555462075,924,1,1,0,0,0
919,30.936279503536205,22.028266350398987,27,1,0,1,0,1
856,20.478310695768318,35.654248099950195,1,0,1,0,1,0
477,28.986044808018722,26.778179203899903,754,1,1,0,1,1
792,21.810045359349022,81.55128625583004,976,1,0,0,1,0
921,24.632191377895175,87.95279318678183,46,1,0,1,0,0
231,27.138938647550415,64.48573774914146,213,1,1,0,0,1
355,19.68510896422857,34.06708646142414,68,1,0,0,0,1
333,34.59415562218756,65.19091862173075,888,1,0,1,1,0
1001,16.07517008088205,81.15317068079582,316,0,1,0,0,0
595,31.994112672173884,57.25002186592525,385,1,0,1,0,1
634,22.950390649803108,63.40389099524755,267,1,1,1,1,0
609,26.06924131137852,57.7730197993707,419,0,1,0,0,0
720,27.222218035182266,75.52308253955876,333,1,0,0,1,0
992,26.59323162872898,60.96415787587605,879,1,0,1,0,0
694,27.203174114589977,42.803617607112315,618,1,1,1,1,1
534,31.434078677814778,20.252237297376173,886,1,1,0,1,0
478,20.751598898495285,63.83583798821223,694,1,0,0,1,1
1021,25.433554465941032,50.3640385100351,25,0,0,1,0,0
81,25.1077351220477,85.00966940383555,151,0,1,0,1,0
80,31.872327252438648,38.86808112417087,19,1,0,0,1,1
231,15.84113958794547,89.7690654536833,12,0,0,1,0,0
824,17.841458921679084,78.86916335193362,675,0,1,1,0,1
566,16.666561938105048,23.708323494198673,834,0,0,1,0,1
298,34.4082344988499,83.93181958424978,411,1,1,0,0,0
601,27.574444884784597,84.30278242031567,835,0,0,0,0,0
72,30.544785230820352,89.43976152150972,220,1,1,0,0,0
325,18.475151243474205,63.47743899891481,879,0,1,1,1,1
869,29.831166367951948,26.189294858671996,630,1,1,0,1,0
1011,26.063425094458943,36.65318539484949,492,1,0,0,1,1
545,17.73283134317718,29.64107057294457,80,0,0,1,1,0
433,21.973031279703477,70.7426091014292,984,0,0,0,0,1
939,24.349896015740498,60.39059436895819,784,1,0,0,1,1
772,25.465758860837404,25.84400158813322,214,0,0,1,0,0
512,19.265613684233728,32.53987530193686,155,0,0,1,1,0
562,17.333211409704095,35.58667412441341,76,1,1,1,0,1
278,33.87296641005943,77.54226215808944,515,0,0,0,0,0
789,34.89068129293761,80.29830006967171,358,1,0,1,1,0
146,27.230772108268106,54.42754465167779,1022,0,0,1,0,1
696,27.32387448216407,79.53788112949587,854,1,0,1,0,0
613,22.45975876324303,53.64660553776681,127,0,1,0,1,1
205,20.363626901140947,79.59075535294562,1014,0,1,1,0,0
549,28.55392811438113,34.706671192133236,775,0,0,1,0,1
813,34.460993541436295,48.4588386095298,38,1,1,0,0,1
389,16.21039175000273,27.115612994236482,764,1,0,0,0,0
264,31.546769545554834,49.61537773529573,651,1,1,1,0,1
369,25.54286689217345,45.24179037444985,689,0,0,0,1,0
11,27.85234094277292,26.327753232930288,864,0,0,0,0,1
26,23.211259757663687,52.39562611932864,182,1,0,0,1,1
966,27.73832558033873,70.19204679715031,79,1,0,0,1,1
875,25.776692890387384,27.484547847881117,422,1,0,1,1,1
923,17.873862137049564,29.86151232852028,446,1,1,1,1,0
222,21.23177173949474,84.94245452123937,629,1,0,1,0,1
631,25.180474421201183,29.707993084650987,83,1,1,0,0,0
87,31.85519070435275,46.51617730644087,945,1,1,1,1,0
464,21.816480630671165,65.2483828584271,263,1,0,0,0,0
556,29.39514362857594,21.872104212822457,601,1,1,0,1,0
797,24.469331885884145,85.91480803313212,849,0,0,1,1,0
479,19.684369881348413,83.83544931150277,482,0,0,1,1,0
940,19.55084257769996,69.4138340440172,301,1,0,0,0,0
667,23.049758059663347,71.05722732004067,333,1,0,0,0,0
502,33.15670720527813,47.89020976485243,725,0,0,0,1,1
656,28.45007680149327,84.83709967814407,649,0,1,0,0,1
155,21.7562375949551,61.29069996965979,919,1,0,0,1,1
379,19.35129421355975,25.662502911319752,981,0,0,0,0,1
531,20.335232784909067,38.25286998002926,644,0,1,1,0,0
535,24.91420231978734,54.472940780456504,324,0,1,1,0,0
489,21.449494783916695,55.70888811538372,696,0,0,1,0,1
188,26.027546811284008,45.92407281109831,414,0,0,0,1,0
869,24.994606029023068,53.638887318937165,373,0,1,1,0,1
815,15.578773917118587,88.98528227344205,388,1,1,0,1,0
340,29.181499075659076,59.334764185945076,56,0,0,1,0,1
180,17.033436611717462,43.753200647944496,625,1,1,1,0,1
732,18.103679371344306,47.222176156182584,187,1,1,1,1,1
742,31.805148072362904,81.75819990551776,347,1,1,0,1,1
759,15.172788147481505,79.8697924397037,816,0,1,1,1,1
532,26.300213403409707,56.990891051024235,363,1,1,0,0,1
856,16.528559298042403,33.64009949460826,118,1,0,1,0,1
358,34.947272614110126,41.76427600386357,331,0,0,1,1,0
508,30.563634042710323,73.20670961328172,324,1,1,1,1,0
437,24.32369358703572,70.1680295349386,636,0,1,1,1,1
510,31.664131106121157,88.77103831037147,317,1,0,1,0,0
102,25.855958111551544,26.461742580807254,464,1,0,0,1,1
532,17.98212684756557,86.93115693806045,485,1,1,0,0,0
394,24.912510259865265,65.5778896068511,798,1,1,0,1,1
785,30.281228283716594,24.601189581116813,328,1,1,0,0,0
793,34.21432376121345,24.817156832260366,841,0,1,1,1,0
580,30.09782321723822,43.05287182290312,968,1,0,0,1,0
70,27.94546068115152,40.59247662429061,723,1,0,0,0,0
186,27.012937822021392,83.15810767498246,735,0,0,1,0,0
784,22.53594941252679,20.344102090998256,391,0,1,1,0,0
689,23.472834608541355,71.11559568513273,346,1,1,1,1,0
430,18.171100677259822,42.09015084400045,842,1,1,0,1,1
818,28.59695848863249,30.585467257975566,629,1,1,1,1,1
198,15.334307538442589,44.68954762647614,71,0,0,0,0,0
407,26.935017173875167,41.010250233396235,0,0,1,1,1,1
157,29.40404565671748,28.26029741076995,187,1,0,1,0,0
605,17.099342039977504,67.27532730576527,540,0,1,1,1,1
375,32.320027323769736,75.34934383899366,483,1,1,1,0,0
230,34.54176262043028,39.02117581856051,177,0,1,0,1,1
984,19.52458250862624,63.882841029362154,921,0,0,0,0,0
677,16.592206391633376,30.47136039120852,711,0,1,1,1,0
1001,22.871898783457333,80.67693004484238,129,0,0,0,0,1
233,21.650315644748755,46.5930936070204,536,1,0,0,0,0
385,16.90690627875866,82.06754846114868,690,1,0,0,1,0
955,23.38192307959664,84.03426126729691,367,0,1,1,0,1
460,18.14867249276879,47.55413161406869,211,0,1,0,1,1
357,34.453766864212966,52.87954199055073,585,1,0,0,0,0
112,17.09664679559769,75.07994130262463,783,1,0,0,0,1
617,23.767788481524164,72.5246568497164,521,1,1,1,0,1
652,25.212765578134647,34.3371860532335,802,1,0,1,0,0
622,24.782793782776196,83.06869381375697,134,0,0,0,1,0
461,26.036007345052518,53.635444140571224,616,1,1,0,1,1
346,17.974442242339222,57.22624936381267,19,1,0,1,1,1
577,26.916786143500218,81.72417488209544,147,1,0,0,1,0
979,21.37833136461261,47.00888626367755,696,1,1,0,1,0
197,17.17620778020351,33.55846238948565,135,0,0,1,0,1
806,17.687892032323255,78.79979122234691,920,1,1,1,0,1
382,27.37408593480452,45.794582474543965,727,1,0,0,1,1
300,34.333066885923216,32.887357282411344,809,1,1,0,1,0
574,15.406350926983116,33.49116724692499,481,1,0,1,1,0
843,19.906903215186183,79.23354047045235,362,0,1,1,1,1
836,27.221803674559798,66.01977095748197,309,1,0,0,1,1
950,31.52690633999332,25.83846394496942,192,0,1,0,1,1
179,27.045661925735203,22.530376329919196,662,0,1,0,1,0
460,17.759656462029298,63.89893804786247,78,0,0,1,1,0
703,31.116138461090245,41.790172634124644,277,1,1,1,0,1
656,34.682080456604616,62.62368885219195,771,0,0,1,1,0
993,23.036972467728855,43.89226166558666,366,0,0,0,1,0
875,22.735310632882864,37.86238475016022,867,1,0,0,1,1
992,32.73946128094539,34.355845176846984,683,1,1,0,0,0
100,27.46326974159865,31.66558182683984,84,1,0,1,1,1
601,18.981516747795794,69.20436901119061,23,1,0,1,0,1
634,20.96980564375305,71.18080292856139,1018,1,0,1,0,1
616,32.187866035413776,55.118383073143335,571,1,1,1,0,1
20,26.787163086296708,31.270670597506665,871,1,1,1,1,0
109,18.119265949389934,50.006306132464914,873,1,0,0,1,1
160,19.343630797748443,76.57492665565562,36,1,0,0,1,1
771,25.08212282269667,37.46950461561115,928,1,0,1,1,0
514,20.13734130643935,67.69159347228302,674,0,0,1,0,1
995,23.861430476984044,50.11841102101715,153,1,0,1,1,1
510,30.023305642325127,71.11293002108343,974,1,0,0,0,0
863,28.770616344866113,33.17619430302456,123,1,1,0,1,0
553,25.295414666907877,38.48729102127309,776,1,0,1,1,0
883,17.894613854318756,43.78067892134294,1022,0,0,0,0,1
608,17.363845808053465,42.476184354320466,590,0,0,0,1,1
298,16.6260380106202,48.59807547216526,701,1,0,1,1,1
908,17.038127372269628,66.71421412146019,195,1,1,1,1,0
701,22.847734325014223,80.15064849076109,154,0,1,1,0,0
652,18.11009046863357,21.676721851205723,587,0,1,1,1,1
367,28.318350137565567,41.99815648598504,951,0,1,0,0,0
862,32.10041750351753,45.444890986096595,676,1,1,1,1,1
326,21.55947546077979,77.56548597543953,974,0,1,0,0,0
